pl,sg,broad_category,category,synset
sharecroppers,sharecropper,noun.person,noun.person.employee,sharecropper.n.01
croppers,cropper,noun.person,noun.person.employee,sharecropper.n.01
petites,petite,noun.attribute,noun.attribute,petite.n.01
oppressors,oppressor,noun.person,noun.person.unwelcome_person,oppressor.n.01
burnings,burning,noun.act,noun.act.change_of_integrity,burning.n.01
fables,fable,noun.communication,noun.communication.statement,fabrication.n.01
hangings,hanging,noun.artifact,noun.artifact.decoration,hanging.n.01
cashiers,cashier,noun.person,noun.person.capitalist,teller.n.03
astrologers,astrologer,noun.person,noun.person.intellectual,astrologer.n.01
bottlers,bottler,noun.group,noun.group.enterprise,bottler.n.01
broncs,bronc,noun.animal,noun.animal.ungulate,bronco.n.01
swigs,swig,noun.act,noun.act.organic_process,gulp.n.01
nudes,nude,noun.artifact,noun.artifact.art,nude.n.01
cinches,cinch,noun.act,noun.act.work,cinch.n.01
posses,posse,noun.group,noun.group.unit,posse.n.01
canopies,canopy,noun.artifact,noun.artifact,canopy.n.01
windowpanes,windowpane,noun.artifact,noun.artifact.sheet,windowpane.n.01
lockets,locket,noun.artifact,noun.artifact.case,locket.n.01
asides,aside,noun.communication,noun.communication.matter,aside.n.01
pistons,piston,noun.person,noun.person,piston.n.01
spams,spam,noun.food,noun.food.foodstuff,spam.n.01
tonsils,tonsil,noun.body,noun.body.tissue,tonsil.n.01
locales,locale,noun.location,noun.location.region,venue.n.01
knockers,knocker,noun.person,noun.person.adult,knocker.n.01
stabs,stab,noun.feeling,noun.feeling,pang.n.01
autobiographies,autobiography,noun.communication,noun.communication.indication,autobiography.n.01
outlanders,outlander,noun.person,noun.person.traveler,foreigner.n.01
preys,prey,noun.person,noun.person.unfortunate,prey.n.01
gentiles,gentile,noun.person,noun.person.nonreligious_person,heathen.n.01
ploys,ploy,noun.communication,noun.communication.statement,gambit.n.01
dairies,dairy,noun.artifact,noun.artifact.point,dairy.n.01
bays,bay,noun.object,noun.object.body_of_water,bay.n.01
tailgates,tailgate,noun.artifact,noun.artifact.obstruction,tailgate.n.01
barbershops,barbershop,noun.artifact,noun.artifact.establishment,barbershop.n.01
beagles,beagle,noun.animal,noun.animal.carnivore,beagle.n.01
possums,possum,noun.animal,noun.animal.metatherian,opossum.n.02
lancers,lancer,noun.person,noun.person.skilled_worker,lancer.n.01
browses,brows,noun.body,noun.body,brow.n.01
werewolves,werewolf,noun.person,noun.person.ability,werewolf.n.01
hubcaps,hubcap,noun.artifact,noun.artifact.protective_covering,hubcap.n.01
boners,boner,noun.act,noun.act.nonaccomplishment,blunder.n.01
pornos,porno,noun.act,noun.act.creation,pornography.n.01
signings,signing,noun.communication,noun.communication,sign_language.n.01
zeppelins,zeppelin,noun.person,noun.person,zeppelin.n.01
handrails,handrail,noun.artifact,noun.artifact.obstruction,bannister.n.02
sprigs,sprig,noun.plant,noun.plant.stalk,branchlet.n.01
limes,lime,noun.substance,noun.substance,calcium_hydroxide.n.01
intrigues,intrigue,noun.cognition,noun.cognition.idea,intrigue.n.01
ponytails,ponytail,noun.body,noun.body.covering,ponytail.n.01
gens,gen,noun.communication,noun.communication.information,gen.n.01
gams,gam,noun.group,noun.group.animal_group,gam.n.01
bloats,bloat,noun.state,noun.state.evidence,bloat.n.01
dossiers,dossier,noun.communication,noun.communication.indication,dossier.n.01
colorists,colorist,noun.person,noun.person.creator,colorist.n.01
fabricators,fabricator,noun.person,noun.person.bad_person,storyteller.n.02
reconstructions,reconstruction,noun.time,noun.time,reconstruction.n.01
gurneys,gurney,noun.artifact,noun.artifact.conveyance,gurney.n.01
infielders,infielder,noun.person,noun.person.contestant,infielder.n.01
despites,despite,noun.feeling,noun.feeling.dislike,contempt.n.01
worsts,worst,noun.event,noun.event.ending,worst.n.01
sames,same,noun.person,noun.person.inhabitant,lapp.n.01
backstrokers,backstroker,noun.person,noun.person.contestant,backstroker.n.01
bks,bk,noun.substance,noun.substance.chemical_element,berkelium.n.01
tombs,tomb,noun.artifact,noun.artifact.point,grave.n.02
lookouts,lookout,noun.person,noun.person.preserver,lookout.n.01
limbos,limbo,noun.state,noun.state.status,oblivion.n.01
rehabilitations,rehabilitation,noun.act,noun.act.change_of_state,rehabilitation.n.01
bushels,bushel,noun.quantity,noun.quantity.volume_unit,bushel.n.01
automatons,automaton,noun.person,noun.person.anomaly,automaton.n.01
ruminations,rumination,noun.cognition,noun.cognition.process,contemplation.n.02
admirations,admiration,noun.feeling,noun.feeling,admiration.n.01
babysitters,babysitter,noun.person,noun.person.preserver,babysitter.n.01
silverbacks,silverback,noun.animal,noun.animal.primate,silverback.n.01
shavings,shaving,noun.act,noun.act.change_of_state,shave.n.01
hilltops,hilltop,noun.location,noun.location.point,hilltop.n.01
parkas,parka,noun.artifact,noun.artifact.clothing,parka.n.01
wherefores,wherefore,noun.motive,noun.motive.rational_motive,why.n.01
biddies,biddy,noun.animal,noun.animal.gallinaceous_bird,hen.n.01
broads,broad,noun.person,noun.person.adult,broad.n.01
roes,roe,noun.food,noun.food.seafood,roe.n.01
asteroids,asteroid,noun.object,noun.object.celestial_body,asteroid.n.01
bastions,bastion,noun.group,noun.group,bastion.n.01
firebombs,firebomb,noun.artifact,noun.artifact.explosive_device,incendiary_bomb.n.01
redcoats,redcoat,noun.person,noun.person.skilled_worker,redcoat.n.01
fortifications,fortification,noun.artifact,noun.artifact.defensive_structure,fortification.n.01
redoubts,redoubt,noun.artifact,noun.artifact.defensive_structure,redoubt.n.01
bootlegs,bootleg,noun.food,noun.food.fluid,moonshine.n.02
executors,executor,noun.person,noun.person,executor.n.01
commendations,commendation,noun.communication,noun.communication.signal,citation.n.01
permissions,permission,noun.communication,noun.communication.approval,permission.n.01
skys,sky,noun.object,noun.object,sky.n.01
funs,fun,noun.act,noun.act.diversion,fun.n.01
mes,me,noun.location,noun.location,maine.n.01
genocides,genocide,noun.act,noun.act.change_of_state,genocide.n.01
telecoms,telecom,noun.communication,noun.communication.medium,telecommunication.n.01
runts,runt,noun.person,noun.person.small_person,runt.n.01
muddles,muddle,noun.state,noun.state,clutter.n.01
musks,musk,noun.substance,noun.substance,musk.n.01
glues,glue,noun.substance,noun.substance,glue.n.01
rationales,rationale,noun.cognition,noun.cognition.process,rationale.n.01
auctioneers,auctioneer,noun.person,noun.person.capitalist,auctioneer.n.01
insistences,insistence,noun.communication,noun.communication,insistence.n.01
rubles,ruble,noun.quantity,noun.quantity.monetary_unit,ruble.n.01
screeds,screed,noun.communication,noun.communication.speech_act,screed.n.01
valets,valet,noun.person,noun.person.servant,valet.n.01
ignitions,ignition,noun.process,noun.process.natural_process,ignition.n.01
uprights,upright,noun.artifact,noun.artifact.support,upright.n.01
inclinations,inclination,noun.cognition,noun.cognition.attitude,inclination.n.01
reamers,reamer,noun.artifact,noun.artifact.utensil,reamer.n.01
wimps,wimp,noun.person,noun.person,wimp.n.01
intellects,intellect,noun.cognition,noun.cognition.ability,mind.n.07
screwups,screwup,noun.act,noun.act.social_control,screwup.n.01
legations,legation,noun.act,noun.act.occupation,legation.n.01
commotions,commotion,noun.state,noun.state.disorder,disturbance.n.03
dieters,dieter,noun.person,noun.person,dieter.n.01
neuromas,neuroma,noun.state,noun.state,neuroma.n.01
barks,bark,noun.plant,noun.plant.covering,bark.n.01
oxidants,oxidant,noun.substance,noun.substance.chemical_agent,oxidant.n.01
reimbursements,reimbursement,noun.possession,noun.possession.transferred_property,reimbursement.n.01
collages,collage,noun.artifact,noun.artifact,collage.n.01
philosophers,philosopher,noun.person,noun.person.intellectual,philosopher.n.01
sooners,sooner,noun.person,noun.person.inhabitant,oklahoman.n.01
musings,musing,noun.cognition,noun.cognition.process,contemplation.n.02
degradations,degradation,noun.act,noun.act.change_of_state,degradation.n.01
throwers,thrower,noun.person,noun.person,throwster.n.01
gnomes,gnome,noun.person,noun.person.belief,gnome.n.01
stooges,stooge,noun.person,noun.person.follower,flunky.n.02
bindings,binding,noun.attribute,noun.attribute,binding.n.01
leds,led,noun.artifact,noun.artifact.conductor,light-emitting_diode.n.01
codefendants,codefendant,noun.person,noun.person.party,codefendant.n.01
augers,auger,noun.artifact,noun.artifact.tool,plumber's_snake.n.01
dockers,docker,noun.person,noun.person.employee,stevedore.n.01
opportunists,opportunist,noun.person,noun.person.unwelcome_person,opportunist.n.01
insertions,insertion,noun.communication,noun.communication,interpolation.n.01
moralists,moralist,noun.person,noun.person.intellectual,moralist.n.01
mixers,mixer,noun.group,noun.group.gathering,sociable.n.01
selloffs,selloff,noun.act,noun.act,selloff.n.01
domes,dome,noun.shape,noun.shape.solid,dome.n.01
pts,pt,noun.substance,noun.substance.chemical_element,platinum.n.01
catapults,catapult,noun.artifact,noun.artifact.plaything,slingshot.n.01
spreaders,spreader,noun.artifact,noun.artifact.tool,spreader.n.01
prepositions,preposition,noun.communication,noun.communication.language_unit,preposition.n.01
decreases,decrease,noun.event,noun.event.change,decrease.n.01
imbeciles,imbecile,noun.person,noun.person.simpleton,idiot.n.01
fiats,fiat,noun.communication,noun.communication.document,decree.n.01
communes,commune,noun.location,noun.location.region,commune.n.01
squeegees,squeegee,noun.artifact,noun.artifact,squeegee.n.01
welds,weld,noun.plant,noun.plant,dyer's_rocket.n.01
smackers,smacker,noun.act,noun.act.touch,smacker.n.01
handicappers,handicapper,noun.person,noun.person,odds-maker.n.01
migrations,migration,noun.act,noun.act.motion,migration.n.01
composites,composite,noun.cognition,noun.cognition.idea,complex.n.01
multiplicities,multiplicity,noun.attribute,noun.attribute.magnitude,multiplicity.n.01
suffragettes,suffragette,noun.person,noun.person.disputant,suffragette.n.01
lorries,lorry,noun.artifact,noun.artifact.conveyance,lorry.n.01
culverts,culvert,noun.artifact,noun.artifact.way,culvert.n.01
stowaways,stowaway,noun.person,noun.person.traveler,stowaway.n.01
unbelievers,unbeliever,noun.person,noun.person.nonreligious_person,disbeliever.n.01
cas,ca,noun.substance,noun.substance.chemical_element,calcium.n.01
learners,learner,noun.person,noun.person,learner.n.01
knits,knit,noun.artifact,noun.artifact.fabric,knit.n.01
cashmeres,cashmere,noun.artifact,noun.artifact.fabric,cashmere.n.01
tchotchkes,tchotchke,noun.person,noun.person.adult,chachka.n.01
duffers,duffer,noun.person,noun.person,duffer.n.01
terrariums,terrarium,noun.artifact,noun.artifact.area,terrarium.n.01
aks,ak,noun.location,noun.location,alaska.n.01
urchins,urchin,noun.person,noun.person.juvenile,urchin.n.01
steppes,steppe,noun.object,noun.object.land,steppe.n.01
rainfalls,rainfall,noun.phenomenon,noun.phenomenon.physical_phenomenon,rain.n.01
minstrels,minstrel,noun.person,noun.person.entertainer,folk_singer.n.01
precursors,precursor,noun.substance,noun.substance,precursor.n.01
riptides,riptide,noun.event,noun.event,rip.n.03
exonerations,exoneration,noun.state,noun.state,exoneration.n.01
pleats,pleat,noun.artifact,noun.artifact,pleat.n.01
luminaries,luminary,noun.person,noun.person.adult,luminary.n.01
barons,baron,noun.person,noun.person.leader,baron.n.01
removals,removal,noun.act,noun.act.change_of_integrity,removal.n.01
gospels,gospel,noun.communication,noun.communication,gospel.n.01
subcommittees,subcommittee,noun.group,noun.group.unit,subcommittee.n.01
elders,elder,noun.person,noun.person.adult,elder.n.01
prs,pr,noun.substance,noun.substance.chemical_element,praseodymium.n.01
worriers,worrier,noun.person,noun.person.unwelcome_person,worrier.n.01
thumbtacks,thumbtack,noun.artifact,noun.artifact.restraint,thumbtack.n.01
genealogies,genealogy,noun.group,noun.group.kin,genealogy.n.01
serums,serum,noun.body,noun.body.body_substance,serum.n.01
markups,markup,noun.possession,noun.possession.assets,markup.n.01
burrs,burr,noun.plant,noun.plant.covering,bur.n.01
preservations,preservation,noun.act,noun.act,preservation.n.01
restorations,restoration,noun.time,noun.time,restoration.n.01
wisdoms,wisdom,noun.cognition,noun.cognition,wisdom.n.01
flashings,flashing,noun.event,noun.event,flash.n.03
taxies,taxi,noun.artifact,noun.artifact.conveyance,cab.n.03
lucks,luck,noun.state,noun.state.condition,fortune.n.04
stampers,stamper,noun.person,noun.person.employee,stamper.n.01
lures,lure,noun.attribute,noun.attribute,lure.n.01
lemmings,lemming,noun.animal,noun.animal.rodent,lemming.n.01
glimmerings,glimmering,noun.cognition,noun.cognition.idea,inkling.n.01
facilitys,facility,noun.artifact,noun.artifact,facility.n.01
flashers,flasher,noun.person,noun.person,exhibitionist.n.01
downtimes,downtime,noun.time,noun.time,downtime.n.01
nts,nt,noun.group,noun.group,national_trust.n.01
malcontents,malcontent,noun.person,noun.person,malcontent.n.01
holsters,holster,noun.artifact,noun.artifact.protective_covering,holster.n.01
orangutans,orangutan,noun.animal,noun.animal.primate,orangutan.n.01
meerkats,meerkat,noun.animal,noun.animal.carnivore,meerkat.n.01
vicars,vicar,noun.person,noun.person.leader,vicar.n.01
copilots,copilot,noun.person,noun.person.skilled_worker,copilot.n.01
comparatives,comparative,noun.communication,noun.communication.language_unit,comparative.n.01
googles,google,noun.communication,noun.communication,google.n.01
snowbirds,snowbird,noun.animal,noun.animal.passerine,fieldfare.n.01
borderlines,borderline,noun.location,noun.location.region,boundary_line.n.01
slackers,slacker,noun.person,noun.person.nonworker,slacker.n.01
deltoids,deltoid,noun.body,noun.body.organ,deltoid.n.01
emanations,emanation,noun.substance,noun.substance,emanation.n.01
linguists,linguist,noun.person,noun.person.scientist,linguist.n.01
lifelines,lifeline,noun.shape,noun.shape.solid,line_of_life.n.01
headboards,headboard,noun.artifact,noun.artifact.sheet,headboard.n.01
plazas,plaza,noun.location,noun.location.region,plaza.n.01
bullfights,bullfight,noun.artifact,noun.artifact.representation,bullfight.n.01
blackboards,blackboard,noun.artifact,noun.artifact.sheet,blackboard.n.01
fitters,fitter,noun.person,noun.person.creator,fitter.n.01
elfs,elf,noun.person,noun.person.belief,elf.n.01
aloes,aloe,noun.plant,noun.plant,aloe.n.01
mochas,mocha,noun.substance,noun.substance.animal_material,mocha.n.01
remainders,remainder,noun.relation,noun.relation,remainder.n.01
balks,balk,noun.location,noun.location,balk.n.01
safes,safe,noun.artifact,noun.artifact.box,safe.n.01
participations,participation,noun.act,noun.act,engagement.n.07
thumpings,thumping,noun.event,noun.event.sound,thump.n.01
leeches,leech,noun.animal,noun.animal,leech.n.01
floes,floe,noun.object,noun.object.geological_formation,ice_floe.n.01
duplexes,duplex,noun.artifact,noun.artifact.housing,duplex_house.n.01
woodworks,woodwork,noun.artifact,noun.artifact.product,woodwork.n.01
trepidations,trepidation,noun.feeling,noun.feeling.emotion,trepidation.n.01
firehouses,firehouse,noun.artifact,noun.artifact.facility,fire_station.n.01
whirls,whirl,noun.event,noun.event.movement,whirl.n.01
coops,coop,noun.artifact,noun.artifact.building,chicken_coop.n.01
smooches,smooch,noun.act,noun.act.touch,smack.n.05
roasters,roaster,noun.person,noun.person.unwelcome_person,roaster.n.01
wafflers,waffler,noun.person,noun.person.communicator,waffler.n.01
poors,poor,noun.group,noun.group.people,poor_people.n.01
showstoppers,showstopper,noun.communication,noun.communication.social_event,show-stopper.n.01
humps,hump,noun.shape,noun.shape.solid,bulge.n.01
candlesticks,candlestick,noun.artifact,noun.artifact.holding_device,candlestick.n.01
tumblers,tumbler,noun.person,noun.person.contestant,tumbler.n.01
importers,importer,noun.person,noun.person.capitalist,importer.n.01
cartons,carton,noun.quantity,noun.quantity.indefinite_quantity,carton.n.01
squids,squid,noun.food,noun.food.seafood,squid.n.01
forefathers,forefather,noun.person,noun.person.relative,forefather.n.01
megaphones,megaphone,noun.artifact,noun.artifact,megaphone.n.01
patriarchs,patriarch,noun.person,noun.person.leader,patriarch.n.01
privates,private,noun.person,noun.person.skilled_worker,private.n.01
interrelationships,interrelationship,noun.relation,noun.relation,interrelation.n.01
hobos,hobo,noun.person,noun.person.unfortunate,tramp.n.01
dreads,dread,noun.feeling,noun.feeling.emotion,apprehension.n.01
lifers,lifer,noun.person,noun.person.unfortunate,lifer.n.01
banjos,banjo,noun.artifact,noun.artifact.musical_instrument,banjo.n.01
immunotherapies,immunotherapy,noun.act,noun.act.work,immunotherapy.n.01
grids,grid,noun.cognition,noun.cognition.structure,grid.n.01
friezes,frieze,noun.artifact,noun.artifact.decoration,frieze.n.01
enrichments,enrichment,noun.act,noun.act.change_of_state,enrichment.n.01
layings,laying,noun.process,noun.process.organic_process,laying.n.01
cutaways,cutaway,noun.artifact,noun.artifact.representation,cutaway.n.01
clarinets,clarinet,noun.artifact,noun.artifact.musical_instrument,clarinet.n.01
expeditions,expedition,noun.act,noun.act.operation,expedition.n.01
deserters,deserter,noun.person,noun.person,deserter.n.01
quotations,quotation,noun.communication,noun.communication.statement,citation.n.03
deas,dea,noun.group,noun.group.unit,drug_enforcement_administration.n.01
mallets,mallet,noun.artifact,noun.artifact,mallet.n.01
teasers,teaser,noun.person,noun.person,teaser.n.01
novices,novice,noun.person,noun.person.religious_person,novitiate.n.02
possibles,possible,noun.cognition,noun.cognition.process,possible.n.01
grasshoppers,grasshopper,noun.animal,noun.animal.arthropod,grasshopper.n.01
prudes,prude,noun.person,noun.person.unwelcome_person,prude.n.01
pathologies,pathology,noun.cognition,noun.cognition.science,pathology.n.01
tarmacs,tarmac,noun.substance,noun.substance,tarmacadam.n.01
jeeps,jeep,noun.artifact,noun.artifact.conveyance,jeep.n.01
bisexuals,bisexual,noun.person,noun.person,bisexual.n.01
disqualifications,disqualification,noun.attribute,noun.attribute,disqualification.n.01
struts,strut,noun.act,noun.act.motion,strut.n.01
polaroids,polaroid,noun.artifact,noun.artifact,polaroid.n.01
neuroses,neurosis,noun.state,noun.state.disorder,neurosis.n.01
bugles,bugle,noun.artifact,noun.artifact.musical_instrument,bugle.n.01
vestments,vestment,noun.artifact,noun.artifact.clothing,vestment.n.01
emissaries,emissary,noun.person,noun.person.communicator,emissary.n.01
perforations,perforation,noun.artifact,noun.artifact.opening,perforation.n.01
demolitions,demolition,noun.event,noun.event.ending,destruction.n.02
deportees,deportee,noun.person,noun.person.traveler,exile.n.02
expulsions,expulsion,noun.act,noun.act,ejection.n.02
thiefs,thief,noun.person,noun.person.bad_person,thief.n.01
teacups,teacup,noun.quantity,noun.quantity.indefinite_quantity,teacup.n.01
mouthwashes,mouthwash,noun.substance,noun.substance.mixture,gargle.n.01
crosswinds,crosswind,noun.phenomenon,noun.phenomenon.physical_phenomenon,crosswind.n.01
cultivations,cultivation,noun.act,noun.act.social_control,cultivation.n.01
rubes,rube,noun.person,noun.person.commoner,yokel.n.01
bluffs,bluff,noun.object,noun.object.geological_formation,bluff.n.01
determinants,determinant,noun.cognition,noun.cognition.cognitive_factor,determinant.n.01
shapers,shaper,noun.person,noun.person.creator,maker.n.01
benjamins,benjamin,noun.substance,noun.substance,benzoin.n.01
centenarians,centenarian,noun.person,noun.person.adult,centenarian.n.01
pockmarks,pockmark,noun.state,noun.state.evidence,pockmark.n.01
pickpockets,pickpocket,noun.person,noun.person.bad_person,pickpocket.n.01
conveniences,convenience,noun.state,noun.state,convenience.n.01
annoyances,annoyance,noun.state,noun.state.psychological_state,irritation.n.01
internationals,international,noun.group,noun.group.system,international.n.01
warlords,warlord,noun.person,noun.person.leader,warlord.n.01
disclaimers,disclaimer,noun.communication,noun.communication.speech_act,disclaimer.n.01
encryptions,encryption,noun.act,noun.act,encoding.n.01
upheavals,upheaval,noun.state,noun.state.disorder,turbulence.n.03
palates,palate,noun.body,noun.body,palate.n.01
manifestoes,manifesto,noun.communication,noun.communication.statement,manifesto.n.01
sens,sen,noun.quantity,noun.quantity.monetary_unit,sen.n.01
tillers,tiller,noun.plant,noun.plant,tiller.n.01
densities,density,noun.attribute,noun.attribute,density.n.01
isometrics,isometric,noun.communication,noun.communication.indication,isometric_line.n.01
thorns,thorn,noun.cognition,noun.cognition.stimulation,irritant.n.01
mangers,manger,noun.artifact,noun.artifact,manger.n.01
hedonists,hedonist,noun.person,noun.person,hedonist.n.01
facades,facade,noun.artifact,noun.artifact.surface,facade.n.01
canvasses,canvass,noun.state,noun.state.situation,canvas.n.03
browsers,browser,noun.person,noun.person.perceiver,browser.n.01
lifes,life,noun.state,noun.state.being,life.n.01
nobles,noble,noun.person,noun.person.leader,lord.n.03
strolls,stroll,noun.act,noun.act.motion,amble.n.01
processions,procession,noun.event,noun.event.beginning,emanation.n.03
diversions,diversion,noun.act,noun.act.diversion,diversion.n.01
croaks,croak,noun.communication,noun.communication.auditory_communication,croak.n.01
presumptions,presumption,noun.cognition,noun.cognition.idea,given.n.01
loofahs,loofah,noun.plant,noun.plant,loofa.n.01
triangles,triangle,noun.shape,noun.shape.figure,triangle.n.01
eyedrops,eyedrop,noun.quantity,noun.quantity.indefinite_quantity,eyedrop.n.01
racketeers,racketeer,noun.person,noun.person.bad_person,racketeer.n.01
cuttings,cutting,noun.act,noun.act.creation,film_editing.n.01
misfortunes,misfortune,noun.event,noun.event.trouble,misfortune.n.01
skimmings,skimming,noun.act,noun.act.change_of_integrity,skimming.n.01
rinks,rink,noun.artifact,noun.artifact.building,rink.n.01
allegories,allegory,noun.communication,noun.communication.literary_composition,fable.n.02
peels,peel,noun.person,noun.person,peel.n.01
autoinjectors,autoinjector,noun.artifact,noun.artifact.medical_instrument,autoinjector.n.01
easterners,easterner,noun.person,noun.person.inhabitant,easterner.n.01
chancellors,chancellor,noun.person,noun.person.leader,chancellor_of_the_exchequer.n.01
kneels,kneel,noun.act,noun.act.motion,kneel.n.01
rustles,rustle,noun.event,noun.event.sound,rustle.n.01
bettors,bettor,noun.person,noun.person,bettor.n.01
wagers,wager,noun.act,noun.act.wrongdoing,bet.n.02
minnows,minnow,noun.animal,noun.animal.bony_fish,minnow.n.01
acolytes,acolyte,noun.person,noun.person.leader,acolyte.n.01
pawnshops,pawnshop,noun.artifact,noun.artifact.establishment,pawnbroker's_shop.n.01
adornments,adornment,noun.artifact,noun.artifact.decoration,adornment.n.01
probables,probable,noun.person,noun.person.applicant,probable.n.01
fosters,foster,noun.person,noun.person,foster.n.01
goalkeepers,goalkeeper,noun.person,noun.person.contestant,goalkeeper.n.01
tiebreakers,tiebreaker,noun.time,noun.time,tiebreaker.n.01
riggers,rigger,noun.person,noun.person.skilled_worker,rigger.n.01
carvings,carving,noun.artifact,noun.artifact.art,carving.n.01
homemakers,homemaker,noun.person,noun.person.domestic_partner,housewife.n.01
pastimes,pastime,noun.act,noun.act.diversion,pastime.n.01
quarantines,quarantine,noun.state,noun.state.separation,quarantine.n.01
haulers,hauler,noun.person,noun.person.party,hauler.n.01
homilies,homily,noun.communication,noun.communication.speech_act,homily.n.01
stilts,stilt,noun.artifact,noun.artifact.support,pile.n.06
plaudits,plaudit,noun.communication,noun.communication.approval,acclaim.n.01
crevasses,crevasse,noun.object,noun.object.amorphous_shape,crevasse.n.01
seawaters,seawater,noun.substance,noun.substance.binary_compound,seawater.n.01
ditties,ditty,noun.communication,noun.communication.auditory_communication,ditty.n.01
jalapenos,jalapeno,noun.plant,noun.plant,cayenne.n.01
rebellions,rebellion,noun.act,noun.act.resistance,rebellion.n.01
archeologists,archeologist,noun.person,noun.person.scientist,archeologist.n.01
gawkers,gawker,noun.person,noun.person.perceiver,gawker.n.01
contemporaries,contemporary,noun.person,noun.person.peer,contemporary.n.01
pomeranians,pomeranian,noun.animal,noun.animal.carnivore,pomeranian.n.01
squadrons,squadron,noun.group,noun.group.unit,squadron.n.01
witticisms,witticism,noun.communication,noun.communication.wit,wit.n.01
banknotes,banknote,noun.possession,noun.possession.system_of_measurement,bill.n.03
complicities,complicity,noun.state,noun.state,complicity.n.01
beignets,beignet,noun.food,noun.food.baked_goods,french_fritter.n.01
invaders,invader,noun.person,noun.person.traveler,invader.n.01
huskies,husky,noun.animal,noun.animal.carnivore,eskimo_dog.n.01
pickers,picker,noun.person,noun.person,picker.n.01
archaeologists,archaeologist,noun.person,noun.person.scientist,archeologist.n.01
regattas,regatta,noun.event,noun.event.social_event,regatta.n.01
impostors,impostor,noun.person,noun.person.bad_person,imposter.n.01
gradients,gradient,noun.relation,noun.relation,gradient.n.01
rinses,rinse,noun.substance,noun.substance,rinse.n.01
annotations,annotation,noun.communication,noun.communication.statement,note.n.07
collectables,collectable,noun.artifact,noun.artifact,collectible.n.01
contraptions,contraption,noun.artifact,noun.artifact,appliance.n.01
freeloaders,freeloader,noun.person,noun.person.acquirer,freeloader.n.01
nits,nit,noun.quantity,noun.quantity.electromagnetic_unit,nit.n.01
mittens,mitten,noun.artifact,noun.artifact.clothing,mitten.n.01
scorchers,scorcher,noun.phenomenon,noun.phenomenon.physical_phenomenon,scorcher.n.01
senders,sender,noun.person,noun.person.communicator,sender.n.01
deflections,deflection,noun.state,noun.state.abnormality,deflection.n.01
charmers,charmer,noun.person,noun.person.bad_person,smoothie.n.01
disciplinarians,disciplinarian,noun.person,noun.person.unwelcome_person,martinet.n.01
decongestants,decongestant,noun.artifact,noun.artifact.medicine,decongestant.n.01
radiologists,radiologist,noun.person,noun.person.adult,radiologist.n.01
fightings,fighting,noun.act,noun.act.conflict,fight.n.02
micrograms,microgram,noun.quantity,noun.quantity.mass_unit,microgram.n.01
clerkships,clerkship,noun.act,noun.act.occupation,clerkship.n.01
eves,eve,noun.person,noun.person,eve.n.01
mantras,mantra,noun.communication,noun.communication.auditory_communication,mantra.n.01
infiltrators,infiltrator,noun.person,noun.person.communicator,infiltrator.n.01
ges,ge,noun.substance,noun.substance,germanium.n.01
inflators,inflator,noun.artifact,noun.artifact.mechanism,inflater.n.01
rollbacks,rollback,noun.act,noun.act.operation,rollback.n.01
reelections,reelection,noun.act,noun.act,reelection.n.01
nonstarters,nonstarter,noun.person,noun.person.unfortunate,failure.n.04
mambos,mambo,noun.act,noun.act.humanistic_discipline,mambo.n.01
potions,potion,noun.food,noun.food.fluid,potion.n.01
potencies,potency,noun.attribute,noun.attribute.power,authority.n.01
healers,healer,noun.person,noun.person.expert,therapist.n.01
cantaloupes,cantaloupe,noun.plant,noun.plant.vine,cantaloupe.n.01
lipids,lipid,noun.substance,noun.substance.macromolecule,lipid.n.01
firs,fir,noun.plant,noun.plant.plant_material,fir.n.01
abstracts,abstract,noun.cognition,noun.cognition.idea,abstraction.n.01
placebos,placebo,noun.artifact,noun.artifact.medicine,placebo.n.01
enlistments,enlistment,noun.time,noun.time,enlistment.n.01
limbers,limber,noun.artifact,noun.artifact.conveyance,limber.n.01
neighs,neigh,noun.event,noun.event.sound,neigh.n.01
regiments,regiment,noun.group,noun.group.unit,regiment.n.01
snakebites,snakebite,noun.state,noun.state.injury,snakebite.n.01
saucers,saucer,noun.shape,noun.shape.round_shape,disk.n.01
jammers,jammer,noun.artifact,noun.artifact.equipment,jammer.n.01
warranties,warranty,noun.communication,noun.communication,guarantee.n.01
carloads,carload,noun.group,noun.group.gathering,carload.n.01
demotions,demotion,noun.act,noun.act,demotion.n.01
empties,empty,noun.artifact,noun.artifact,empty.n.01
tablecloths,tablecloth,noun.artifact,noun.artifact,tablecloth.n.01
oxfords,oxford,noun.location,noun.location,oxford.n.01
rascals,rascal,noun.person,noun.person.unwelcome_person,rogue.n.01
sextuplets,sextuplet,noun.quantity,noun.quantity.number,six.n.01
sceneries,scenery,noun.artifact,noun.artifact.representation,scenery.n.01
boas,boa,noun.artifact,noun.artifact.clothing,feather_boa.n.01
placards,placard,noun.communication,noun.communication,poster.n.01
latecomers,latecomer,noun.person,noun.person.traveler,latecomer.n.01
tailwinds,tailwind,noun.phenomenon,noun.phenomenon.physical_phenomenon,tailwind.n.01
occurrences,occurrence,noun.event,noun.event,happening.n.01
meows,meow,noun.event,noun.event.sound,meow.n.01
weaklings,weakling,noun.person,noun.person,weakling.n.01
arcades,arcade,noun.artifact,noun.artifact.way,arcade.n.01
swindles,swindle,noun.act,noun.act.wrongdoing,swindle.n.01
