"case","word","IPA","number","lemma","lemma_english","gender","frequency","freq..per.million","noun.type","X"
"acc","powiat","pɔviat","sg","powiat","County","m3",920,0.17637,"common",""
"gen","powiatów","pɔviatuv","pl","powiat","County","m3",378,0.07246,"common",""
"gen","powiatu","pɔviatu","sg","powiat","County","m3",3905,0.7486,"common",""
"loc","powiecie","pɔviɛciɛ","sg","powiat","County","m3",1019,0.19534,"common",""
"gen","powierzchni","pɔviɛʒcxni","pl","powierzchnia","surface","f",3480,0.66712,"common",""
"gen","powierzchni","pɔviɛʒcxni","sg","powierzchnia","surface","f",3480,0.66712,"common",""
"loc","powierzchni","pɔviɛʒcxni","sg","powierzchnia","surface","f",3480,0.66712,"common",""
"nom","powierzchnia","pɔviɛʒcxnia","sg","powierzchnia","surface","f",789,0.15125,"common",""
"inst","powierzchnią","pɔviɛʒcxnią","sg","powierzchnia","surface","f",182,0.03489,"common",""
"acc","powierzchnie","pɔviɛʒcxniɛ","pl","powierzchnia","surface","f",282,0.05406,"common",""
"acc","powierzchnię","pɔviɛʒcxniɛ","sg","powierzchnia","surface","f",609,0.11675,"common",""
"acc","powieść","pɔviɛɕtɕ","sg","powieść","novel","f",671,0.12863,"common",""
"nom","powieść","pɔviɛɕtɕ","sg","powieść","novel","f",671,0.12863,"common",""
"gen","powieści","pɔviɛɕci","pl","powieść","novel","f",1160,0.22237,"common",""
"gen","powieści","pɔviɛɕci","sg","powieść","novel","f",1160,0.22237,"common",""
"loc","powieści","pɔviɛɕci","sg","powieść","novel","f",1160,0.22237,"common",""
"gen","powietrza","pɔviɛtʒa","sg","powietrze","air","n",1945,0.37286,"common",""
"acc","powietrze","pɔviɛtʒɛ","sg","powietrze","air","n",989,0.18959,"common",""
"nom","powietrze","pɔviɛtʒɛ","sg","powietrze","air","n",989,0.18959,"common",""
"inst","powietrzem","pɔviɛtʒɛm","sg","powietrze","air","n",187,0.03585,"common",""
"loc","powietrzu","pɔviɛtʒu","sg","powietrze","air","n",845,0.16199,"common",""
"gen","powikłań","pɔvikwaɲ","pl","powikłanie","complication","n",175,0.03355,"common",""
"nom","powód","pɔvut","sg","powód","reason","m3",635,0.12173,"common",""
"acc","powód","pɔvut","sg","powód","reason","m3",635,0.12173,"common",""
"inst","powodem","pɔvɔdɛm","sg","powód","reason","m3",805,0.15432,"common",""
"gen","powodów","pɔvɔduv","pl","powód","reason","m3",1087,0.20838,"common",""
"gen","powodu","pɔvɔdu","sg","powód","reason","m3",4493,0.86132,"common",""
"nom","powody","pɔvɔdɨ","pl","powód","reason","m3",414,0.07936,"common",""
"acc","powody","pɔvɔdɨ","pl","powód","reason","m3",414,0.07936,"common",""
"gen","powodzenia","pɔvɔdzɛnia","sg","powodzenie","success","n",748,0.14339,"common",""
"inst","powodzeniem","pɔvɔdzɛniɛm","sg","powodzenie","success","n",745,0.14282,"common",""
"gen","powołania","pɔvɔwania","sg","powołanie","vocation","n",238,0.04563,"common",""
"loc","powrocie","pɔvrɔciɛ","sg","powrót","return","m3",647,0.12403,"common",""
"nom","powrót","pɔvrut","sg","powrót","return","m3",1470,0.2818,"common",""
"acc","powrót","pɔvrut","sg","powrót","return","m3",1470,0.2818,"common",""
"inst","powrotem","pɔvrɔtɛm","sg","powrót","return","m3",748,0.14339,"common",""
"gen","powrotu","pɔvrɔtu","sg","powrót","return","m3",641,0.12288,"common",""
"gen","powstańców","pɔvstaɲcuv","pl","powstaniec","insurgent","m1",402,0.07706,"common",""
"gen","powstania","pɔvstania","sg","powstanie","rise","n",1170,0.22429,"common",""
"nom","powstanie","pɔvstaniɛ","sg","powstanie","rise","n",394,0.07553,"common",""
"loc","powstaniu","pɔvstaniu","sg","powstanie","rise","n",291,0.05579,"common",""
"inst","powyższym","pɔvɨʒʃɨm","sg","powyższe","the above","n",296,0.05674,"common",""
"nom","pożar"," pɔʒar","sg","pożar","fire","m3",316,0.06058,"common",""
"gen","pożaru","pɔʒaru","sg","pożar","fire","m3",330,0.06326,"common",""
"nom","pozdro","pɔzdrɔ","sg","pozdro","Greetings","n",349,0.0669,"common",""
"nom","pozdrowienia","pɔzdrɔviɛnia","pl","pozdrowienie","greeting","n",277,0.0531,"common",""
"acc","poziom","pɔziɔm","sg","poziom","level","m3",3725,0.71409,"common",""
"nom","poziom","pɔziɔm","sg","poziom","level","m3",3725,0.71409,"common",""
"loc","poziomach","pɔziɔmacx","pl","poziom","level","m3",235,0.04505,"common",""
"inst","poziomem","pɔziɔmɛm","sg","poziom","level","m3",287,0.05502,"common",""
"loc","poziomie","pɔziɔmiɛ","sg","poziom","level","m3",3910,0.74955,"common",""
"gen","poziomów","pɔziɔmuv","pl","poziom","level","m3",275,0.05272,"common",""
"gen","poziomu","pɔziɔmu","sg","poziom","level","m3",2403,0.46066,"common",""
"acc","poziomy","pɔziɔmɨ","pl","poziom","level","m3",230,0.04409,"common",""
"nom","Poznań","pɔznaɲ","sg","Poznań","Poznan","m3",1624,0.31132,"proper",""
"gen","poznania","pɔznania","sg","poznanie","knowledge","n",223,0.04275,"common",""
"gen","Poznania","pɔznania","sg","Poznań","Poznan","m3",1112,0.21317,"proper",""
"loc","Poznaniu","pɔznaniu","sg","Poznań","Poznan","m3",2976,0.57051,"proper",""
"dat","pozorom","pɔzɔrɔm","pl","pozór","guise","m3",303,0.05809,"common",""
"gen","pozoru","pɔzɔru","sg","pozór","guise","m3",169,0.0324,"common",""
"nom","pozostałości","pɔzɔstawɔɕci","pl","pozostałość","residue","f",324,0.06211,"common",""
"gen","pozwolenia","pɔzvɔlɛnia","sg","pozwolenie","permit","n",382,0.07323,"common",""
"acc","pozwolenie","pɔzvɔlɛniɛ","sg","pozwolenie","permit","n",336,0.06441,"common",""
"nom","pozycja","pɔzɨcja","sg","pozycja","position","f",746,0.14301,"common",""
"inst","pozycją","pɔzɨcją","sg","pozycja","position","f",146,0.02799,"common",""
"loc","pozycjach","pɔzɨcjacx","pl","pozycja","position","f",175,0.03355,"common",""
"nom","pozycje","pɔzɨcjɛ","pl","pozycja","position","f",621,0.11905,"common",""
"acc","pozycje","pɔzɨcjɛ","pl","pozycja","position","f",621,0.11905,"common",""
"acc","pozycję","pɔzɨcjɛ","sg","pozycja","position","f",1252,0.24001,"common",""
"loc","pozycji","pɔzɨcji","sg","pozycja","position","f",2545,0.48788,"common",""
"gen","pozycji","pɔzɨcji","sg","pozycja","position","f",2545,0.48788,"common",""
"gen","pozycji","pɔzɨcji","pl","pozycja","position","f",2545,0.48788,"common",""
"gen","pożyczek","pɔʒɨtʃɛk","pl","pożyczka","loan","f",454,0.08703,"common",""
"nom","pożyczka","pɔʒɨtʃka","sg","pożyczka","loan","f",227,0.04352,"common",""
"acc","pożyczkę","pɔʒɨtʃkɛ","sg","pożyczka","loan","f",235,0.04505,"common",""
"nom","pożyczki","pɔʒɨtʃki","pl","pożyczka","loan","f",1124,0.21547,"common",""
"acc","pożyczki","pɔʒɨtʃki","pl","pożyczka","loan","f",1124,0.21547,"common",""
"gen","pożyczki","pɔʒɨtʃki","sg","pożyczka","loan","f",1124,0.21547,"common",""
"gen","pożytku","pɔʒɨtku","sg","pożytek","utility","m3",564,0.10812,"common",""
"gen","pożywienia","pɔʒɨviɛnia","sg","pożywienie","food","n",162,0.03106,"common",""
"gen","prac","prac","pl","praca","job","f",4430,0.84924,"common",""
"nom","praca","praca","sg","praca","job","f",3832,0.7346,"common",""
"inst","pracą","pracą","sg","praca","job","f",891,0.17081,"common",""
"loc","pracach","pracacx","pl","praca","job","f",569,0.10908,"common",""
"inst","pracami","pracami","pl","praca","job","f",265,0.0508,"common",""
"nom","prace","pracɛ","pl","praca","job","f",5024,0.96311,"common",""
"acc","prace","pracɛ","pl","praca","job","f",5024,0.96311,"common",""
"acc","pracę","pracɛ","sg","praca","job","f",5054,0.96886,"common",""
"nom","pracodawca","pracɔdavca","sg","pracodawca","employer","m1",565,0.10831,"common",""
"inst","pracodawcą","pracɔdavcą","sg","pracodawca","employer","m1",145,0.0278,"common",""
"acc","pracodawcę","pracɔdavcɛ","sg","pracodawca","employer","m1",217,0.0416,"common",""
"gen","pracodawców","pracɔdavcuv","pl","pracodawca","employer","m1",958,0.18365,"common",""
"gen","pracodawcy","pracɔdavcɨ","sg","pracodawca","employer","m1",885,0.16966,"common",""
"nom","pracodawcy","pracɔdavcɨ","pl","pracodawca","employer","m1",885,0.16966,"common",""
"loc","pracowni","pracɔvni","sg","pracownia","lab","f",729,0.13975,"common",""
"gen","pracowni","pracɔvni","sg","pracownia","lab","f",729,0.13975,"common",""
"nom","pracownia","pracɔvnia","sg","pracownia","lab","f",351,0.06729,"common",""
"nom","pracownicy","pracɔvnicɨ","pl","pracownik","employee","m1",1790,0.34315,"common",""
"nom","pracownik","pracɔvnik","sg","pracownik","employee","m1",988,0.1894,"common",""
"acc","pracownika","pracɔvnika","sg","pracownik","employee","m1",1132,0.21701,"common",""
"gen","pracownika","pracɔvnika","sg","pracownik","employee","m1",1132,0.21701,"common",""
"inst","pracownikami","pracɔvnikami","pl","pracownik","employee","m1",397,0.07611,"common",""
"inst","pracownikiem","pracɔvnikiɛm","sg","pracownik","employee","m1",255,0.04888,"common",""
"dat","pracownikom","pracɔvnikɔm","pl","pracownik","employee","m1",565,0.10831,"common",""
"gen","pracowników","pracɔvnikuv","pl","pracownik","employee","m1",4974,0.95353,"common",""
"acc","pracowników","pracɔvnikuv","pl","pracownik","employee","m1",4974,0.95353,"common",""
"dat","pracownikowi","pracɔvnikɔvi","sg","pracownik","employee","m1",152,0.02914,"common",""
"dat","pracy","pracɨ","sg","praca","job","f",24487,4.69421,"common",""
"loc","pracy","pracɨ","sg","praca","job","f",24487,4.69421,"common",""
"gen","pracy","pracɨ","sg","praca","job","f",24487,4.69421,"common",""
"nom","prąd","prɛnc","sg","prąd","current","m3",655,0.12556,"common",""
"acc","prąd","prɛnc","sg","prąd","current","m3",655,0.12556,"common",""
"gen","prądu","prɛncu","sg","prąd","current","m3",718,0.13764,"common",""
"loc","Pradze","pradzɛ","sg","Praha","Prague","f",264,0.05061,"proper",""
"nom","Praga","praga","sg","Praga","Prague","f",146,0.02799,"proper",""
"acc","pragnienie","pragniɛniɛ","sg","pragnienie","desire","n",298,0.05713,"common",""
"loc","praktyce","praktɨcɛ","sg","praktyka","practice","f",1272,0.24384,"common",""
"gen","praktyk","praktɨk","pl","praktyka","practice","f",579,111,"common",""
"nom","praktyka","praktɨka","sg","praktyka","practice","f",449,0.08607,"common",""
"inst","praktyką","praktɨką","sg","praktyka","practice","f",209,0.04007,"common",""
"acc","praktykę","praktɨkɛ","sg","praktyka","practice","f",210,0.04026,"common",""
"nom","praktyki","praktɨki","pl","praktyka","practice","f",1098,0.21049,"common",""
"gen","praktyki","praktɨki","sg","praktyka","practice","f",1098,0.21049,"common",""
"acc","praktyki","praktɨki","pl","praktyka","practice","f",1098,0.21049,"common",""
"nom","prasa","prasa","sg","prasa","press","f",286,0.05483,"common",""
"loc","prasie","prasiɛ","sg","prasa","press","f",794,0.15221,"common",""
"gen","prasy","prasɨ","sg","prasa","press","f",560,0.10735,"common",""
"gen","praw","prav","pl","prawo","law","n",2935,0.56265,"common",""
"nom","prawa","prava","pl","prawo","law","n",8411,1.61241,"common",""
"acc","prawa","prava","pl","prawo","law","n",8411,1.61241,"common",""
"gen","prawa","prava","sg","prawo","law","n",8411,1.61241,"common",""
"loc","prawach","pravacx","pl","prawo","law","n",448,0.08588,"common",""
"inst","prawami","pravami","pl","prawo","law","n",285,0.05464,"common",""
"nom","prawda","pravda","sg","prawda","truth","f",3436,0.65869,"common",""
"inst","prawdą","pravdą","sg","prawda","truth","f",683,0.13093,"common",""
"acc","prawdę","pravdɛ","sg","prawda","truth","f",1126,0.21586,"common",""
"nom","prawdopodobieństwo","pravdɔpɔdɔbiɛɲstfɔ","sg","prawdopodobieństwo","probability","n",384,0.07361,"common",""
"gen","prawdy","pravdɨ","sg","prawda","truth","f",1322,0.25343,"common",""
"loc","prawdzie","pravdziɛ","sg","prawda","truth","f",245,0.04697,"common",""
"inst","prawem","pravɛm","sg","prawo","law","n",1463,0.28046,"common",""
"gen","prawicy","pravicɨ","sg","prawica","right","f",220,0.04217,"common",""
"loc","prawie","praviɛ","sg","prawo","law","n",826,0.15835,"common",""
"nom","prawnik","pravnik","sg","prawnik","lawyer","m1",243,0.04658,"common",""
"gen","prawników","pravnikuv","pl","prawnik","lawyer","m1",186,0.03566,"common",""
"acc","prawo","pravɔ","sg","prawo","law","n",8575,1.64384,"common",""
"nom","prawo","pravɔ","sg","prawo","law","n",8575,1.64384,"common",""
"acc","prędkość","prɛndkɔɕtɕ","sg","prędkość","speed","f",685,0.13132,"common",""
"nom","prędkość","prɛndkɔɕtɕ","sg","prędkość","speed","f",685,0.13132,"common",""
"gen","prędkości","prɛndkɔɕci","sg","prędkość","speed","f",879,0.16851,"common",""
"inst","prędkością","prɛndkɔɕcią","sg","prędkość","speed","f",416,0.07975,"common",""
"gen","preferencji","prɛfɛrɛncji","pl","preferencja","preference","f",363,0.06959,"common",""
"nom","premier","prɛmiɛr","sg","premier","Prime Minister","m1",1009,0.19343,"common",""
"gen","premiera","prɛmiɛra","sg","premier","Prime Minister","m1",751,0.14397,"common",""
"nom","premiera","prɛmiɛra","sg","premier","Prime Minister","m1",751,0.14397,"common",""
"acc","premiera","prɛmiɛra","sg","premier","Prime Minister","m1",751,0.14397,"common",""
"gen","premiera","prɛmiɛra","sg","premiera","premiere","f",647,0.12403,"common",""
"nom","premiera","prɛmiɛra","sg","premiera","premiere","f",647,0.12403,"common",""
"acc","premiera","prɛmiɛra","sg","premiera","premiere","f",647,0.12403,"common",""
"inst","premierą","prɛmiɛrą","sg","premiera","premiere","f",176,0.03374,"common",""
"acc","premierę","prɛmiɛrɛ","sg","premiera","premiere","f",377,0.07227,"common",""
"loc","premierze","prɛmiɛʒɛ","sg","premiera","premiere","f",159,0.03048,"common",""
"voc","premium","prɛmium","sg","premium","premium","n",198,0.03796,"common",""
"voc","premium","prɛmium","sg","premium","premium","n2",213,0.04083,"common",""
"nom","preparat","prɛparat","sg","preparat","preparation","m3",303,0.05809,"common",""
"gen","preparatów","prɛparatuv","pl","preparat","preparation","m3",276,0.05291,"common",""
"gen","preparatu","prɛparatu","sg","preparat","preparation","m3",218,0.04179,"common",""
"voc","preparaty","prɛparatɨ","pl","preparat","preparation","m3",304,0.05828,"common",""
"inst","pretekstem","prɛtɛkstɛm","sg","pretekst","excuse","m3",183,0.03508,"common",""
"gen","prewencji","prɛvɛncji","sg","prewencja","prevention","f",148,0.02837,"common",""
"loc","prezencie","prɛzɛnciɛ","sg","prezent","gift","m3",175,0.03355,"common",""
"acc","prezent","prɛzɛnt","sg","prezent","gift","m3",821,0.15739,"common",""
"nom","prezent","prɛzɛnt","sg","prezent","gift","m3",821,0.15739,"common",""
"nom","prezentacja","prɛzɛntacja","sg","prezentacja","presentation","f",1004,0.19247,"common",""
"inst","prezentacją","prɛzɛntacją","sg","prezentacja","presentation","f",156,0.02991,"common",""
"acc","prezentacje","prɛzɛntacjɛ","pl","prezentacja","presentation","f",459,0.08799,"common",""
"acc","prezentację","prɛzɛntacjɛ","sg","prezentacja","presentation","f",485,0.09298,"common",""
"loc","prezentacji","prɛzɛntacji","sg","prezentacja","presentation","f",1212,0.23234,"common",""
"gen","prezentacji","prɛzɛntacji","sg","prezentacja","presentation","f",1212,0.23234,"common",""
"gen","prezentacji","prɛzɛntacji","pl","prezentacja","presentation","f",1212,0.23234,"common",""
"gen","prezentów","prɛzɛntuv","pl","prezent","gift","m3",212,0.04064,"common",""
"gen","prezentu","prɛzɛntu","sg","prezent","gift","m3",142,0.02722,"common",""
"nom","prezenty","prɛzɛntɨ","pl","prezent","gift","m3",437,0.08377,"common",""
"acc","prezenty","prɛzɛntɨ","pl","prezent","gift","m3",437,0.08377,"common",""
"nom","prezes","prɛzɛs","sg","prezes","president","m1",3128,0.59964,"common",""
"nom","prezes","prɛzɛs","sg","prezes","president","f",152,0.02914,"common",""
"gen","prezesa","prɛzɛsa","sg","prezes","president","m1",1783,0.3418,"common",""
"acc","prezesa","prɛzɛsa","sg","prezes","president","m1",1783,0.3418,"common",""
"inst","prezesem","prɛzɛsɛm","sg","prezes","president","m1",540,0.10352,"common",""
"nom","prezydent","prɛzɨdɛnt","sg","prezydent","President","m1",2390,0.45817,"common",""
"acc","prezydenta","prɛzɨdɛnta","sg","prezydent","President","m1",2610,0.50034,"common",""
"gen","prezydenta","prɛzɨdɛnta","sg","prezydent","President","m1",2610,0.50034,"common",""
"inst","prezydentem","prɛzɨdɛntɛm","sg","prezydent","President","m1",311,0.05962,"common",""
"gen","prezydium","prɛzɨdium","sg","prezydium","presidium","n",436,0.08358,"common",""
"nom","priorytet","priɔrɨtɛt","sg","priorytet","priority","m3",261,0.05003,"common",""
"inst","priorytetem","priɔrɨtɛtɛm","sg","priorytet","priority","m3",271,0.05195,"common",""
"gen","priorytetów","priɔrɨtɛtuv","pl","priorytet","priority","m3",157,0.0301,"common",""
"nom","prix","prix","sg","prix","prix","n",574,0.11004,"common",""
"gen","prix","prix","sg","prix","prix","n",574,0.11004,"common",""
"gen","prób","prup","pl","próba","trial","f",517,0.09911,"common",""
"nom","próba","pruba","sg","próba","trial","f",754,0.14454,"common",""
"inst","próbą","prubą","sg","próba","trial","f",265,0.0508,"common",""
"loc","próbach","prubacx","pl","próba","trial","f",187,0.03585,"common",""
"acc","próbę","prubɛ","sg","próba","trial","f",623,0.11943,"common",""
"gen","próbek","prubɛk","pl","próbka","a sample","f",163,0.03125,"common",""
"loc","próbie","prubiɛ","sg","próba","trial","f",311,0.05962,"common",""
"acc","problem","prɔblɛm","sg","problem","problem","m3",6617,1.26849,"common",""
"nom","problem","prɔblɛm","sg","problem","problem","m3",6617,1.26849,"common",""
"loc","problemach","prɔblɛmacx","pl","problem","problem","m3",386,74,"common",""
"inst","problemami","prɔblɛmami","pl","problem","problem","m3",615,0.1179,"common",""
"inst","problematyką","prɔblɛmatɨką","sg","problematyka","issues","f",150,0.02876,"common",""
"gen","problematyki","prɔblɛmatɨki","sg","problematyka","issues","f",220,0.04217,"common",""
"inst","problemem","prɔblɛmɛm","sg","problem","problem","m3",1448,0.27758,"common",""
"gen","problemów","prɔblɛmuv","pl","problem","problem","m3",3215,0.61632,"common",""
"gen","problemu","prɔblɛmu","sg","problem","problem","m3",2729,0.52315,"common",""
"acc","problemy","prɔblɛmɨ","pl","problem","problem","m3",3747,0.71831,"common",""
"nom","problemy","prɔblɛmɨ","pl","problem","problem","m3",3747,0.71831,"common",""
"nom","proboszcz","prɔbɔʃtʃ","sg","proboszcz","pastor","m1",506,97,"common",""
"gen","proboszcza","prɔbɔʃtʃa","sg","proboszcz","pastor","m1",263,0.05042,"common",""
"acc","próby","prubɨ","pl","próba","trial","f",1359,0.26052,"common",""
"nom","próby","prubɨ","pl","próba","trial","f",1359,0.26052,"common",""
"gen","próby","prubɨ","sg","próba","trial","f",1359,0.26052,"common",""
"gen","procedur"," prɔcɛdur","pl","procedura","procedure","f",482,0.0924,"common",""
"nom","procedura","prɔcɛdura","sg","procedura","procedure","f",358,0.06863,"common",""
"acc","procedurę","prɔcɛdurɛ","sg","procedura","procedure","f",162,0.03106,"common",""
"nom","procedury","prɔcɛdurɨ","pl","procedura","procedure","f",797,0.15279,"common",""
"acc","procedury","prɔcɛdurɨ","pl","procedura","procedure","f",797,0.15279,"common",""
"gen","procedury","prɔcɛdurɨ","sg","procedura","procedure","f",797,0.15279,"common",""
"nom","procent","prɔcɛnt","sg","procent","percent","m3",1357,0.26014,"common",""
"gen","procent","prɔcɛnt","pl","procent","percent","m3",1357,0.26014,"common",""
"loc","procentach","prɔcɛntacx","pl","procent","percent","m3",192,0.03681,"common",""
"nom","proces","prɔcɛs","sg","proces","process","m3",2616,0.50149,"common",""
"acc","proces","prɔcɛs","sg","proces","process","m3",2616,0.50149,"common",""
"loc","procesach","prɔcɛsacx","pl","proces","process","m3",207,0.03968,"common",""
"inst","procesami","prɔcɛsami","pl","proces","process","m3",140,0.02684,"common",""
"inst","procesem","prɔcɛsɛm","sg","proces","process","m3",342,0.06556,"common",""
"loc","procesie","prɔcɛsiɛ","sg","proces","process","m3",1226,0.23503,"common",""
"acc","procesor","prɔcɛsɔr","sg","procesor","processor","m3",278,0.05329,"common",""
"gen","procesora","prɔcɛsɔra","sg","procesor","processor","m3",193,37,"common",""
"gen","procesów","prɔcɛsuv","pl","proces","process","m3",948,0.18173,"common",""
"gen","procesu","prɔcɛsu","sg","proces","process","m3",1776,0.34046,"common",""
"acc","procesy","prɔcɛsɨ","pl","proces","process","m3",735,0.1409,"common",""
"nom","procesy","prɔcɛsɨ","pl","proces","process","m3",735,0.1409,"common",""
"nom","producenci","prɔducɛnci","pl","producent","producer","m1",737,0.14128,"common",""
"nom","producent","prɔducɛnt","sg","producent","producer","m1",1727,0.33107,"common",""
"gen","producenta","prɔducɛnta","sg","producent","producer","m1",1463,0.28046,"common",""
"acc","producenta","prɔducɛnta","sg","producent","producer","m1",1463,0.28046,"common",""
"inst","producentami","prɔducɛntami","pl","producent","producer","m1",198,0.03796,"common",""
"inst","producentem","prɔducɛntɛm","sg","producent","producer","m1",446,0.0855,"common",""
"acc","producentów","prɔducɛntuv","pl","producent","producer","m1",1906,0.36538,"common",""
"gen","producentów","prɔducɛntuv","pl","producent","producer","m1",1906,0.36538,"common",""
"loc","produkcie","prɔdukciɛ","sg","produkt","product","m3",151,0.02895,"common",""
"nom","produkcja","prɔdukcja","sg","produkcja","production","f",1050,0.20129,"common",""
"inst","produkcją","prɔdukcją","sg","produkcja","production","f",513,0.09834,"common",""
"nom","produkcje","prɔdukcjɛ","pl","produkcja","production","f",203,0.03892,"common",""
"acc","produkcję","prɔdukcjɛ","sg","produkcja","production","f",606,0.11617,"common",""
"gen","produkcji","prɔdukcji","sg","produkcja","production","f",4588,0.87953,"common",""
"loc","produkcji","prɔdukcji","sg","produkcja","production","f",4588,0.87953,"common",""
"acc","produkt","prɔdukt","sg","produkt","product","m3",2212,0.42404,"common",""
"nom","produkt","prɔdukt","sg","produkt","product","m3",2212,0.42404,"common",""
"loc","produktach","prɔduktacx","pl","produkt","product","m3",342,0.06556,"common",""
"inst","produktami","prɔduktami","pl","produkt","product","m3",301,0.0577,"common",""
"inst","produktem","prɔduktɛm","sg","produkt","product","m3",372,0.07131,"common",""
"gen","produktów","prɔduktuv","pl","produkt","product","m3",4516,0.86573,"common",""
"gen","produktu","prɔduktu","sg","produkt","product","m3",1849,0.35446,"common",""
"nom","produkty","prɔduktɨ","pl","produkt","product","m3",3548,0.68016,"common",""
"acc","produkty","prɔduktɨ","pl","produkt","product","m3",3548,0.68016,"common",""
"gen","profesjonalistów"," prɔfɛsjɔnalistuv","pl","profesjonalista","professional","m1",318,0.06096,"common",""
"nom","profesjonalizm","prɔfɛsjɔnalizm","sg","profesjonalizm","professionalism","m3",322,0.06173,"common",""
"nom","profesor","prɔfɛsɔr","sg","profesor","professor","m1",669,0.12825,"common",""
"nom","Profesor","prɔfɛsɔr","sg","Profesor","Professor","m1",392,0.07515,"proper","b"
"gen","profesora","prɔfɛsɔra","sg","profesor","professor","m1",695,0.13323,"common",""
"inst","profesorem","prɔfɛsɔrɛm","sg","profesor","professor","m1",185,0.03546,"common",""
"acc","profil","prɔfil","sg","profil","profile","m3",694,0.13304,"common",""
"nom","profil","prɔfil","sg","profil","profile","m3",694,0.13304,"common",""
"nom","profilaktyka","prɔfilaktɨka","sg","profilaktyka","prevention","f",158,0.03029,"common",""
"gen","profilaktyki","prɔfilaktɨki","sg","profilaktyka","prevention","f",370,0.07093,"common",""
"acc","profile","prɔfilɛ","pl","profil","profile","m3",186,0.03566,"common",""
"gen","profili","prɔfili","pl","profil","profile","m3",208,0.03987,"common",""
"loc","profilu","prɔfilu","sg","profil","profile","m3",1019,0.19534,"common",""
"gen","profilu","prɔfilu","sg","profil","profile","m3",1019,0.19534,"common",""
"acc","próg","pruk","sg","próg","threshold","m3",231,0.04428,"common",""
"gen","prognoz","prɔgnɔz","pl","prognoza","forecast","f",191,0.03662,"common",""
"nom","prognoza","prɔgnɔza","sg","prognoza","forecast","f",164,0.03144,"common",""
"gen","prognozy","prɔgnɔzɨ","sg","prognoza","forecast","f",452,0.08665,"common",""
"nom","prognozy","prɔgnɔzɨ","pl","prognoza","forecast","f",452,0.08665,"common",""
"acc","program","prɔgram","sg","program","program","m3",6304,1.20849,"common",""
"nom","program","prɔgram","sg","program","program","m3",6304,1.20849,"common",""
"loc","programach","prɔgramacx","pl","program","program","m3",330,0.06326,"common",""
"inst","programami","prɔgramami","pl","program","program","m3",154,0.02952,"common",""
"inst","programem","prɔgramɛm","sg","program","program","m3",793,0.15202,"common",""
"loc","programie","prɔgramiɛ","sg","program","program","m3",2222,0.42596,"common",""
"gen","programów","prɔgramuv","pl","program","program","m3",1895,0.36328,"common",""
"gen","programu","prɔgramu","sg","program","program","m3",7248,1.38946,"common",""
"acc","programy","prɔgramɨ","pl","program","program","m3",1339,0.25669,"common",""
"nom","programy","prɔgramɨ","pl","program","program","m3",1339,0.25669,"common",""
"gen","progu","prɔgu","sg","próg","threshold","m3",404,0.07745,"common",""
"nom","Project","prɔjɛct","sg","Project","Project","m3",203,0.03892,"proper","E"
"loc","projekcie","prɔjɛkciɛ","sg","projekt","design","m3",1333,0.25554,"common",""
"acc","projekt","prɔjɛkt","sg","projekt","design","m3",6595,1.26427,"common",""
"nom","projekt","prɔjɛkt","sg","projekt","design","m3",6595,1.26427,"common",""
"loc","projektach","prɔjɛktacx","pl","projekt","design","m3",410,0.0786,"common",""
"inst","projektami","prɔjɛktami","pl","projekt","design","m3",332,0.06365,"common",""
"nom","projektanci","prɔjɛktanci","pl","projektant","designer","m1",315,0.06039,"common",""
"nom","projektant","prɔjɛktant","sg","projektant","designer","m1",244,0.04678,"common",""
"gen","projektanta","prɔjɛktanta","sg","projektant","designer","m1",196,0.03757,"common",""
"gen","projektantów","prɔjɛktantuv","pl","projektant","designer","m1",713,0.13668,"common",""
"inst","projektem","prɔjɛktɛm","sg","projekt","design","m3",792,0.15183,"common",""
"gen","projektów","prɔjɛktuv","pl","projekt","design","m3",2932,0.56207,"common",""
"gen","projektu","prɔjɛktu","sg","projekt","design","m3",8108,1.55432,"common",""
"nom","projekty","prɔjɛktɨ","pl","projekt","design","m3",2252,0.43171,"common",""
"acc","projekty","prɔjɛktɨ","pl","projekt","design","m3",2252,0.43171,"common",""
"nom","prokurator","prɔkuratɔr","sg","prokurator","prosecutor","m1",290,0.05559,"common",""
"gen","prokuratora","prɔkuratɔra","sg","prokurator","prosecutor","m1",239,0.04582,"common",""
"nom","prokuratura","prɔkuratura","sg","prokuratura","prosecutors Office","f",422,0.0809,"common",""
"gen","prokuratury","prɔkuraturɨ","sg","prokuratura","prosecutors Office","f",578,0.1108,"common",""
"gen","promieni","prɔmiɛni","pl","promień","radius","m3",154,0.02952,"common",""
"gen","promieniowania","prɔmiɛniɔvania","sg","promieniowanie","radiation","n",375,0.07189,"common",""
"acc","promieniowanie","prɔmiɛniɔvaniɛ","sg","promieniowanie","radiation","n",258,0.04946,"common",""
"loc","promieniu","prɔmiɛniu","sg","promień","radius","m3",145,0.0278,"common",""
"nom","promocja","prɔmɔcja","sg","promocja","special offer","f",1063,0.20378,"common",""
"inst","promocją","prɔmɔcją","sg","promocja","special offer","f",186,0.03566,"common",""
"nom","promocje","prɔmɔcjɛ","pl","promocja","special offer","f",301,0.0577,"common",""
"acc","promocję","prɔmɔcjɛ","sg","promocja","special offer","f",563,0.10793,"common",""
"loc","promocji","prɔmɔcji","sg","promocja","special offer","f",1948,0.37344,"common",""
